Illumina V2 ID,Affy 220K ID
GCR_cBin13182_Ctg1_104,AX-87628944
GCR_cBin13355_Ctg1_53,AX-87756354
GCR_cBin13672_Ctg1_139,AX-87569881
GCR_cBin13730_Ctg1_173,AX-87544346
GCR_cBin13869_Ctg1_114,AX-87683697
GCR_cBin13913_Ctg1_67,AX-87497154
GCR_cBin13973_Ctg1_210,AX-87361257
GCR_cBin14027_Ctg1_163,AX-87732336
GCR_cBin14116_Ctg1_119,AX-87123809
GCR_cBin14462_Ctg1_308,AX-87360944
GCR_cBin14555_Ctg1_93,AX-87110095
GCR_cBin14686_Ctg1_242,AX-87800950
GCR_cBin14719_Ctg1_273,AX-86973953
GCR_cBin14765_Ctg1_160,AX-87857008
GCR_cBin14765_Ctg1_422,AX-87833530
GCR_cBin14896_Ctg1_214,AX-87860863
GCR_cBin14902_Ctg1_153,AX-86983278
GCR_cBin14953_Ctg1_514,AX-87601869
GCR_cBin1499_Ctg1_656,AX-87231540
GCR_cBin15004_Ctg1_154,AX-87700701
GCR_cBin15004_Ctg1_309,AX-87037533
GCR_cBin15021_Ctg1_82,AX-87304475
GCR_cBin15029_Ctg1_250,AX-87162686
GCR_cBin15158_Ctg1_411,AX-87099605
GCR_cBin15177_Ctg1_230,AX-87437696
GCR_cBin15249_Ctg1_119,AX-87249477
GCR_cBin15249_Ctg1_269,AX-87556797
GCR_cBin15266_Ctg1_58,AX-87384975
GCR_cBin1532_Ctg1_257,AX-87563946
GCR_cBin1536_Ctg1_164,AX-87382916
GCR_cBin15368_Ctg1_126,AX-87133110
GCR_cBin1541_Ctg1_424,AX-87001850
GCR_cBin15414_Ctg1_275,AX-87602073
GCR_cBin1558_Ctg1_176,AX-87218826
GCR_cBin15720_Ctg1_93,AX-87486317
GCR_cBin15768_Ctg1_57,AX-87041086
GCR_cBin15797_Ctg1_106,AX-86981611
GCR_cBin1585_Ctg1_195,AX-87450377
GCR_cBin1595_Ctg1_131,AX-87214578
GCR_cBin16024_Ctg1_169,AX-87830653
GCR_cBin1603_Ctg1_67,AX-87271566
GCR_cBin16033_Ctg1_55,AX-86928602
GCR_cBin1612_Ctg1_537,AX-87601908
GCR_cBin16127_Ctg1_122,AX-87213821
GCR_cBin16135_Ctg1_203,AX-87522239
GCR_cBin16160_Ctg1_285,AX-87601207
GCR_cBin16227_Ctg1_85,AX-87271988
GCR_cBin16261_Ctg1_565,AX-87770257
GCR_cBin16339_Ctg1_134,AX-87690842
GCR_cBin16365_Ctg1_475,AX-86959401
GCR_cBin16403_Ctg1_65,AX-87693572
GCR_cBin16478_Ctg1_193,AX-87070052
GCR_cBin165_Ctg1_68,AX-87255440
GCR_cBin16548_Ctg1_143,AX-86947645
GCR_cBin16562_Ctg1_62,AX-87186079
GCR_cBin1659_Ctg1_213,AX-87755957
GCR_cBin16784_Ctg1_27,AX-87602244
GCR_cBin16851_Ctg1_172,AX-87700882
GCR_cBin16885_Ctg1_348,AX-87285737
GCR_cBin17160_Ctg1_108,AX-87069205
GCR_cBin17204_Ctg1_155,AX-87849912
GCR_cBin17272_Ctg1_43,AX-87761141
GCR_cBin17287_Ctg1_341,AX-87535149
GCR_cBin17287_Ctg1_347,AX-87220043
GCR_cBin17316_Ctg1_46,AX-87800331
GCR_cBin17318_Ctg1_181,AX-87230002
GCR_cBin17319_Ctg1_126,AX-87281548
GCR_cBin17326_Ctg1_154,AX-87768876
GCR_cBin17329_Ctg2_166,AX-86973587
GCR_cBin17391_Ctg1_373,AX-87286833
GCR_cBin17416_Ctg1_223,AX-87405102
GCR_cBin17424_Ctg1_108,AX-87042811
GCR_cBin17465_Ctg1_129,AX-87736165
GCR_cBin17484_Ctg1_144,AX-87503899
GCR_cBin17509_Ctg1_23,AX-87601911
GCR_cBin17528_Ctg1_295,AX-87609447
GCR_cBin17565_Ctg1_401,AX-86978929
GCR_cBin17574_Ctg1_128,AX-87453224
GCR_cBin177_Ctg1_76,AX-87130182
GCR_cBin17723_Ctg1_219,AX-87073174
GCR_cBin17727_Ctg1_27,AX-87343619
GCR_cBin17730_Ctg1_232,AX-87705157
GCR_cBin17847_Ctg1_166,AX-87371918
GCR_cBin17966_Ctg1_333,AX-87276301
GCR_cBin17984_Ctg1_90,AX-87592654
GCR_cBin18076_Ctg1_99,AX-87493648
GCR_cBin18164_Ctg1_68,AX-87204004
GCR_cBin182_Ctg1_233,AX-87431232
GCR_cBin18314_Ctg1_395,AX-86906505
GCR_cBin18336_Ctg1_279,AX-87132353
GCR_cBin18468_Ctg1_70,AX-87647345
GCR_cBin18474_Ctg1_208,AX-87209864
GCR_cBin18497_Ctg1_489,AX-87034641
GCR_cBin18510_Ctg1_161,AX-87326318
GCR_cBin18524_Ctg1_77,AX-87725211
GCR_cBin18557_Ctg1_186,AX-86914461
GCR_cBin18557_Ctg1_274,AX-87036474
GCR_cBin18586_Ctg1_37,AX-87379811
GCR_cBin18601_Ctg1_45,AX-87783987
GCR_cBin18632_Ctg1_368,AX-87134277
GCR_cBin18645_Ctg1_223,AX-87202338
GCR_cBin18679_Ctg1_42,AX-87103404
GCR_cBin1868_Ctg1_365,AX-87108310
GCR_cBin1872_Ctg1_543,AX-87868411
GCR_cBin18757_Ctg1_198,AX-87309511
GCR_cBin18763_Ctg1_458,AX-87837114
GCR_cBin18802_Ctg1_133,AX-87337472
GCR_cBin18821_Ctg1_52,AX-86996524
GCR_cBin18827_Ctg1_195,AX-87124050
GCR_cBin18827_Ctg1_65,AX-87196283
GCR_cBin18961_Ctg1_75,AX-87321024
GCR_cBin19003_Ctg1_46,AX-87401584
GCR_cBin19361_Ctg1_96,AX-87334630
GCR_cBin19458_Ctg1_218,AX-87395673
GCR_cBin19498_Ctg1_386,AX-87234687
GCR_cBin1951_Ctg1_118,AX-87817935
GCR_cBin1952_Ctg1_280,AX-87325690
GCR_cBin19758_Ctg1_212,AX-87021036
GCR_cBin19774_Ctg1_275,AX-86905677
GCR_cBin19774_Ctg1_545,AX-87133065
GCR_cBin19919_Ctg1_68,AX-87813028
GCR_cBin20036_Ctg1_93,AX-87833623
GCR_cBin20050_Ctg1_34,AX-87726529
GCR_cBin20129_Ctg1_36,AX-87581348
GCR_cBin20328_Ctg1_210,AX-87360959
GCR_cBin20446_Ctg1_124,AX-87862009
GCR_cBin2077_Ctg1_161,AX-87178787
GCR_cBin20792_Ctg1_42,AX-87576308
GCR_cBin20811_Ctg1_22,AX-87114407
GCR_cBin20818_Ctg1_43,AX-87117023
GCR_cBin20828_Ctg1_39,AX-87147447
GCR_cBin20843_Ctg1_110,AX-87426457
GCR_cBin20914_Ctg1_172,AX-87839426
GCR_cBin20942_Ctg1_63,AX-86907331
GCR_cBin20953_Ctg1_69,AX-87840820
GCR_cBin21125_Ctg1_53,AX-86908245
GCR_cBin21221_Ctg1_45,AX-87725270
GCR_cBin21225_Ctg1_149,AX-87352083
GCR_cBin21398_Ctg1_119,AX-86927860
GCR_cBin21412_Ctg1_181,AX-87442468
GCR_cBin21445_Ctg1_294,AX-87108199
GCR_cBin21449_Ctg2_62,AX-86964633
GCR_cBin21485_Ctg1_250,AX-87870168
GCR_cBin21489_Ctg1_370,AX-87208252
GCR_cBin21492_Ctg1_302,AX-86995074
GCR_cBin2159_Ctg1_304,AX-87846545
GCR_cBin21598_Ctg1_200,AX-87735143
GCR_cBin21639_Ctg1_129,AX-86957827
GCR_cBin21671_Ctg1_284,AX-87018483
GCR_cBin21689_Ctg1_170,AX-87531759
GCR_cBin21731_Ctg1_42,AX-87849796
GCR_cBin21832_Ctg1_235,AX-87026117
GCR_cBin21887_Ctg1_111,AX-87842969
GCR_cBin22091_Ctg1_44,AX-87510314
GCR_cBin22155_Ctg1_66,AX-87362570
GCR_cBin22156_Ctg1_125,AX-87710025
GCR_cBin22191_Ctg1_67,AX-87482813
GCR_cBin22314_Ctg1_366,AX-87120802
GCR_cBin22350_Ctg1_52,AX-87330320
GCR_cBin22436_Ctg1_156,AX-87060925
GCR_cBin22441_Ctg1_517,AX-87543062
GCR_cBin22511_Ctg1_246,AX-87602108
GCR_cBin22556_Ctg1_267,AX-87671007
GCR_cBin22664_Ctg1_150,AX-87671228
GCR_cBin22735_Ctg1_155,AX-87724721
GCR_cBin22809_Ctg1_148,AX-87490944
GCR_cBin2281_Ctg1_31,AX-86911296
GCR_cBin22866_Ctg1_125,AX-86918433
GCR_cBin22934_Ctg1_53,AX-87829920
GCR_cBin23134_Ctg2_256,AX-87587341
GCR_cBin23185_Ctg1_405,AX-87067843
GCR_cBin23202_Ctg1_93,AX-87836640
GCR_cBin23236_Ctg1_44,AX-87433594
GCR_cBin23239_Ctg1_26,AX-87190167
GCR_cBin23284_Ctg1_810,AX-87504238
GCR_cBin23352_Ctg1_159,AX-86969440
GCR_cBin23464_Ctg1_501,AX-87679330
GCR_cBin23515_Ctg1_66,AX-87750700
GCR_cBin23554_Ctg1_47,AX-87179771
GCR_cBin23589_Ctg1_31,AX-87716134
GCR_cBin23693_Ctg1_213,AX-87505576
GCR_cBin237_Ctg1_53,AX-87501322
GCR_cBin23719_Ctg1_361,AX-87003289
GCR_cBin23741_Ctg1_200,AX-87557149
GCR_cBin23793_Ctg1_102,AX-87058407
GCR_cBin2393_Ctg1_480,AX-87173073
GCR_cBin23979_Ctg1_93,AX-87750414
GCR_cBin24192_Ctg1_43,AX-87831376
GCR_cBin24202_Ctg1_253,AX-87511878
GCR_cBin24202_Ctg1_90,AX-87300814
GCR_cBin24285_Ctg1_315,AX-87513945
GCR_cBin2432_Ctg1_559,AX-87088064
GCR_cBin2450_Ctg1_179,AX-87812995
GCR_cBin24501_Ctg1_39,AX-87602169
GCR_cBin24627_Ctg1_509,AX-87083131
GCR_cBin24667_Ctg1_86,AX-87476113
GCR_cBin24689_Ctg1_320,AX-87523287
GCR_cBin24853_Ctg1_98,AX-87272957
GCR_cBin24902_Ctg1_166,AX-86961230
GCR_cBin25026_Ctg1_172,AX-87521837
GCR_cBin25136_Ctg1_28,AX-87819063
GCR_cBin25147_Ctg1_151,AX-87080789
GCR_cBin25230_Ctg1_182,AX-86965960
GCR_cBin25248_Ctg1_228,AX-86917514
GCR_cBin25268_Ctg1_158,AX-87361525
GCR_cBin25277_Ctg1_55,AX-87531792
GCR_cBin25356_Ctg1_470,AX-87226259
GCR_cBin25358_Ctg1_191,AX-87527797
GCR_cBin25375_Ctg1_178,AX-87872967
GCR_cBin25376_Ctg1_140,AX-87117546
GCR_cBin25388_Ctg1_108,AX-87644407
GCR_cBin25388_Ctg1_170,AX-87348082
GCR_cBin2544_Ctg1_162,AX-87779435
GCR_cBin2544_Ctg1_325,AX-87363360
GCR_cBin25463_Ctg1_319,AX-87542004
GCR_cBin25499_Ctg1_131,AX-87775249
GCR_cBin2569_Ctg1_435,AX-87218222
GCR_cBin25700_Ctg1_63,AX-87488985
GCR_cBin25708_Ctg1_236,AX-87255952
GCR_cBin25743_Ctg1_25,AX-87217182
GCR_cBin25743_Ctg1_97,AX-87746458
GCR_cBin25759_Ctg1_44,AX-87688111
GCR_cBin25772_Ctg1_101,AX-87794524
GCR_cBin25834_Ctg1_84,AX-86948388
GCR_cBin25891_Ctg1_305,AX-86967491
GCR_cBin259_Ctg1_48,AX-87726931
GCR_cBin25975_Ctg1_238,AX-87258093
GCR_cBin26051_Ctg1_42,AX-87623571
GCR_cBin26051_Ctg1_70,AX-87623572
GCR_cBin26062_Ctg1_141,AX-87550079
GCR_cBin26140_Ctg1_33,AX-87602202
GCR_cBin26256_Ctg1_80,AX-87354579
GCR_cBin26271_Ctg1_32,AX-87601930
GCR_cBin26296_Ctg1_29,AX-87379962
GCR_cBin2634_Ctg1_259,AX-87598809
GCR_cBin26406_Ctg1_123,AX-87213096
GCR_cBin26476_Ctg1_61,AX-87307040
GCR_cBin26476_Ctg1_62,AX-87621377
GCR_cBin26501_Ctg1_59,AX-87779217
GCR_cBin26518_Ctg1_179,AX-87302150
GCR_cBin26574_Ctg1_99,AX-87652556
GCR_cBin26604_Ctg1_42,AX-87793073
GCR_cBin26625_Ctg1_89,AX-87421714
GCR_cBin26855_Ctg1_110,AX-87872319
GCR_cBin26895_Ctg1_24,AX-87601943
GCR_cBin26904_Ctg1_154,AX-87803666
GCR_cBin27018_Ctg1_187,AX-87261819
GCR_cBin271_Ctg1_505,AX-87373565
GCR_cBin2711_Ctg2_478,AX-87658417
GCR_cBin2713_Ctg1_83,AX-87759416
GCR_cBin27136_Ctg1_420,AX-87478977
GCR_cBin27152_Ctg1_106,AX-87776733
GCR_cBin2718_Ctg1_329,AX-87864856
GCR_cBin2718_Ctg1_343,AX-87379812
GCR_cBin27216_Ctg1_405,AX-87312231
GCR_cBin2723_Ctg1_244,AX-87263041
GCR_cBin2733_Ctg1_528,AX-87691505
GCR_cBin27481_Ctg1_27,AX-87075372
GCR_cBin27614_Ctg1_152,AX-87764329
GCR_cBin27707_Ctg1_208,AX-87391714
GCR_cBin2779_Ctg1_177,AX-87644867
GCR_cBin2779_Ctg1_78,AX-87827264
GCR_cBin27790_Ctg1_124,AX-87383900
GCR_cBin27790_Ctg1_143,AX-86926642
GCR_cBin27791_Ctg1_60,AX-87408457
GCR_cBin27805_Ctg1_63,AX-87236506
GCR_cBin27809_Ctg1_258,AX-87369642
GCR_cBin27956_Ctg1_101,AX-87087595
GCR_cBin28089_Ctg1_225,AX-87003909
GCR_cBin28124_Ctg1_540,AX-87778651
GCR_cBin28152_Ctg1_60,AX-87297550
GCR_cBin28234_Ctg1_102,AX-87583340
GCR_cBin28323_Ctg1_509,AX-87602255
GCR_cBin28488_Ctg1_133,AX-86967822
GCR_cBin28511_Ctg1_23,AX-87602132
GCR_cBin28532_Ctg1_81,AX-87433604
GCR_cBin28543_Ctg1_251,AX-87406539
GCR_cBin28590_Ctg1_106,AX-87282976
GCR_cBin28617_Ctg1_225,AX-87498935
GCR_cBin28677_Ctg1_73,AX-87169713
GCR_cBin28815_Ctg1_209,AX-87259807
GCR_cBin2883_Ctg1_28,AX-87602270
GCR_cBin28864_Ctg1_111,AX-87672007
GCR_cBin2889_Ctg1_78,AX-87051711
GCR_cBin28945_Ctg1_147,AX-87191925
GCR_cBin28973_Ctg1_182,AX-87417754
GCR_cBin29097_Ctg1_47,AX-87864663
GCR_cBin291_Ctg1_191,AX-87771346
GCR_cBin29132_Ctg1_118,AX-87322443
GCR_cBin29162_Ctg1_328,AX-87473661
GCR_cBin29179_Ctg1_383,AX-87199627
GCR_cBin29196_Ctg1_214,AX-87320030
GCR_cBin29197_Ctg1_216,AX-87519237
GCR_cBin2936_Ctg1_78,AX-87540489
GCR_cBin29382_Ctg1_340,AX-87116749
GCR_cBin2955_Ctg1_99,AX-87565447
GCR_cBin29572_Ctg1_152,AX-87784245
GCR_cBin2972_Ctg1_58,AX-87252709
GCR_cBin29831_Ctg1_68,AX-87384347
GCR_cBin29847_Ctg1_81,AX-87234153
GCR_cBin29880_Ctg1_23,AX-87602223
GCR_cBin29958_Ctg1_84,AX-87141203
GCR_cBin29975_Ctg1_180,AX-87693195
GCR_cBin3000_Ctg1_193,AX-87806322
GCR_cBin30011_Ctg1_172,AX-87398506
GCR_cBin30056_Ctg1_249,AX-87597842
GCR_cBin30133_Ctg1_51,AX-87558472
GCR_cBin30150_Ctg1_224,AX-87825462
GCR_cBin30159_Ctg1_115,AX-87483085
GCR_cBin30245_Ctg1_84,AX-87083953
GCR_cBin30256_Ctg1_74,AX-87648720
GCR_cBin3026_Ctg1_303,AX-87670873
GCR_cBin30260_Ctg1_67,AX-87090481
GCR_cBin3044_Ctg1_47,AX-86908520
GCR_cBin30455_Ctg1_532,AX-86916988
GCR_cBin30598_Ctg1_252,AX-87667236
GCR_cBin3062_Ctg1_217,AX-87107855
GCR_cBin30624_Ctg1_252,AX-87131619
GCR_cBin30780_Ctg1_109,AX-87159160
GCR_cBin30976_Ctg1_63,AX-87021234
GCR_cBin30979_Ctg1_304,AX-87340480
GCR_cBin30984_Ctg1_227,AX-87116753
GCR_cBin30993_Ctg1_62,AX-87377777
GCR_cBin31008_Ctg1_69,AX-87377450
GCR_cBin31213_Ctg1_147,AX-87032329
GCR_cBin31213_Ctg1_70,AX-87851250
GCR_cBin31489_Ctg1_34,AX-87626737
GCR_cBin31551_Ctg1_193,AX-87350409
GCR_cBin31585_Ctg1_216,AX-86987734
GCR_cBin3160_Ctg1_326,AX-87834014
GCR_cBin3180_Ctg1_72,AX-87804736
GCR_cBin31814_Ctg1_449,AX-87348830
GCR_cBin31996_Ctg1_226,AX-87525825
GCR_cBin32079_Ctg1_125,AX-87665563
GCR_cBin32127_Ctg1_245,AX-87011804
GCR_cBin32172_Ctg1_145,AX-87086672
GCR_cBin32172_Ctg1_47,AX-87300039
GCR_cBin3221_Ctg1_205,AX-87184558
GCR_cBin32274_Ctg1_151,AX-87722420
GCR_cBin32559_Ctg1_179,AX-87448173
GCR_cBin3256_Ctg1_63,AX-87451853
GCR_cBin3280_Ctg1_135,AX-87831624
GCR_cBin32973_Ctg1_81,AX-87859889
GCR_cBin33_Ctg1_504,AX-87618882
GCR_cBin3310_Ctg1_133,AX-87802764
GCR_cBin33152_Ctg1_217,AX-87020498
GCR_cBin33212_Ctg1_226,AX-87196204
GCR_cBin33290_Ctg1_231,AX-87371082
GCR_cBin33299_Ctg1_134,AX-87736949
GCR_cBin33417_Ctg1_101,AX-87167579
GCR_cBin33592_Ctg1_241,AX-86973842
GCR_cBin33614_Ctg1_90,AX-87481595
GCR_cBin33615_Ctg1_60,AX-87448028
GCR_cBin33618_Ctg1_153,AX-87116506
GCR_cBin33713_Ctg1_211,AX-87808542
GCR_cBin33723_Ctg1_116,AX-87859977
GCR_cBin33859_Ctg1_149,AX-87718321
GCR_cBin34041_Ctg1_311,AX-87804870
GCR_cBin34177_Ctg1_218,AX-87586145
GCR_cBin3425_Ctg1_312,AX-87676049
GCR_cBin3425_Ctg1_442,AX-87309805
GCR_cBin34264_Ctg1_201,AX-87091936
GCR_cBin34278_Ctg1_223,AX-87539489
GCR_cBin34311_Ctg1_146,AX-87094089
GCR_cBin34311_Ctg1_65,AX-87017376
GCR_cBin34311_Ctg1_94,AX-87871127
GCR_cBin34313_Ctg1_174,AX-87504810
GCR_cBin34313_Ctg1_348,AX-87299707
GCR_cBin34335_Ctg1_230,AX-87129430
GCR_cBin3435_Ctg1_104,AX-87030937
GCR_cBin3440_Ctg1_195,AX-86933246
GCR_cBin34474_Ctg1_164,AX-87392670
GCR_cBin34498_Ctg1_99,AX-87160400
GCR_cBin34649_Ctg1_44,AX-87116704
GCR_cBin34655_Ctg1_42,AX-87516920
GCR_cBin3470_Ctg1_217,AX-87399375
GCR_cBin3500_Ctg1_117,AX-87569478
GCR_cBin35013_Ctg1_144,AX-87679828
GCR_cBin35091_Ctg1_58,AX-87435360
GCR_cBin3519_Ctg1_31,AX-87492801
GCR_cBin35196_Ctg1_476,AX-87132494
GCR_cBin35394_Ctg1_44,AX-87507654
GCR_cBin3562_Ctg1_54,AX-87074870
GCR_cBin35859_Ctg1_196,AX-87367147
GCR_cBin36369_Ctg1_66,AX-87178020
GCR_cBin36483_Ctg1_70,AX-87811775
GCR_cBin36495_Ctg2_118,AX-87756780
GCR_cBin36500_Ctg1_122,AX-87340102
GCR_cBin36578_Ctg1_159,AX-87103269
GCR_cBin366_Ctg1_101,AX-87576724
GCR_cBin3675_Ctg1_70,AX-86996278
GCR_cBin36942_Ctg1_70,AX-87092160
GCR_cBin3706_Ctg1_364,AX-87000852
GCR_cBin37171_Ctg1_168,AX-87027122
GCR_cBin37204_Ctg1_59,AX-86933603
GCR_cBin37279_Ctg1_86,AX-87105160
GCR_cBin3748_Ctg1_76,AX-87083342
GCR_cBin3754_Ctg1_259,AX-87073222
GCR_cBin3754_Ctg1_41,AX-87511069
GCR_cBin3754_Ctg1_594,AX-87106881
GCR_cBin37545_Ctg2_125,AX-87043661
GCR_cBin37545_Ctg2_57,AX-87501087
GCR_cBin37641_Ctg1_61,AX-86903102
GCR_cBin37659_Ctg1_151,AX-87805245
GCR_cBin37853_Ctg1_162,AX-87499646
GCR_cBin37905_Ctg1_137,AX-87849430
GCR_cBin37930_Ctg1_88,AX-87443576
GCR_cBin37935_Ctg1_237,AX-87542540
GCR_cBin37943_Ctg1_18,AX-87710542
GCR_cBin38059_Ctg1_209,AX-87615386
GCR_cBin38109_Ctg1_110,AX-87811380
GCR_cBin38289_Ctg1_239,AX-87347348
GCR_cBin38307_Ctg1_203,AX-87503428
GCR_cBin38527_Ctg1_75,AX-87517528
GCR_cBin38667_Ctg1_130,AX-87576904
GCR_cBin38722_Ctg1_113,AX-87742794
GCR_cBin38782_Ctg1_147,AX-87701095
GCR_cBin38814_Ctg1_29,AX-87601867
GCR_cBin38849_Ctg1_45,AX-87326634
GCR_cBin39006_Ctg1_178,AX-87598460
GCR_cBin39103_Ctg1_108,AX-87426554
GCR_cBin39106_Ctg1_120,AX-87573300
GCR_cBin39106_Ctg1_148,AX-87108729
GCR_cBin39280_Ctg1_175,AX-87459843
GCR_cBin39294_Ctg1_49,AX-87211670
GCR_cBin39327_Ctg1_162,AX-87458394
GCR_cBin39385_Ctg1_240,AX-87495198
GCR_cBin39590_Ctg1_87,AX-87016391
GCR_cBin39602_Ctg1_111,AX-87037691
GCR_cBin39814_Ctg1_35,AX-87116720
GCR_cBin39846_Ctg1_208,AX-87112596
GCR_cBin39920_Ctg1_80,AX-87506693
GCR_cBin39947_Ctg1_178,AX-87568638
GCR_cBin39994_Ctg1_77,AX-87555437
GCR_cBin40_Ctg1_205,AX-87490922
GCR_cBin40214_Ctg1_126,AX-87213697
GCR_cBin40741_Ctg1_46,AX-87408937
GCR_cBin41061_Ctg1_275,AX-87675667
GCR_cBin41140_Ctg1_106,AX-87487595
GCR_cBin41229_Ctg1_194,AX-87088005
GCR_cBin41248_Ctg1_114,AX-86990462
GCR_cBin41248_Ctg1_115,AX-87362314
GCR_cBin41553_Ctg1_50,AX-87248742
GCR_cBin41664_Ctg1_107,AX-87241876
GCR_cBin41689_Ctg1_91,AX-87758755
GCR_cBin41762_Ctg1_135,AX-87350607
GCR_cBin41789_Ctg1_111,AX-86947079
GCR_cBin41889_Ctg1_34,AX-87277849
GCR_cBin41922_Ctg1_122,AX-87045888
GCR_cBin41946_Ctg1_167,AX-87415170
GCR_cBin41960_Ctg1_224,AX-87584201
GCR_cBin42013_Ctg1_64,AX-87281799
GCR_cBin42059_Ctg1_20,AX-87078552
GCR_cBin42179_Ctg1_350,AX-87695489
GCR_cBin42427_Ctg1_206,AX-87175357
GCR_cBin42451_Ctg1_191,AX-87629112
GCR_cBin42545_Ctg1_80,AX-87493031
GCR_cBin42546_Ctg1_107,AX-87097359
GCR_cBin4259_Ctg1_170,AX-87482003
GCR_cBin42596_Ctg1_102,AX-87828029
GCR_cBin42759_Ctg1_238,AX-87075578
GCR_cBin42784_Ctg1_133,AX-86906281
GCR_cBin42808_Ctg1_202,AX-87851060
GCR_cBin42816_Ctg1_113,AX-87634782
GCR_cBin42906_Ctg1_128,AX-87022257
GCR_cBin42907_Ctg1_150,AX-87711306
GCR_cBin42925_Ctg1_40,AX-87651575
GCR_cBin42993_Ctg1_170,AX-86939056
GCR_cBin43049_Ctg1_47,AX-87082123
GCR_cBin43132_Ctg1_139,AX-87789819
GCR_cBin43281_Ctg1_51,AX-87602034
GCR_cBin43301_Ctg1_366,AX-86935505
GCR_cBin43319_Ctg1_663,AX-87569776
GCR_cBin43448_Ctg1_152,AX-86944845
GCR_cBin43709_Ctg1_29,AX-87601931
GCR_cBin43715_Ctg1_25,AX-87602278
GCR_cBin4378_Ctg1_115,AX-86974286
GCR_cBin43839_Ctg1_145,AX-87595383
GCR_cBin44030_Ctg1_237,AX-87219076
GCR_cBin44098_Ctg1_85,AX-87268774
GCR_cBin4419_Ctg1_111,AX-87553300
GCR_cBin44204_Ctg1_79,AX-87631686
GCR_cBin4421_Ctg1_196,AX-87107528
GCR_cBin44215_Ctg1_224,AX-87811085
GCR_cBin44221_Ctg1_78,AX-86981179
GCR_cBin44391_Ctg1_177,AX-87486237
GCR_cBin44478_Ctg1_102,AX-86980216
GCR_cBin44571_Ctg1_120,AX-87637240
GCR_cBin44572_Ctg1_23,AX-87602042
GCR_cBin44616_Ctg1_312,AX-87000551
GCR_cBin44695_Ctg1_116,AX-87193124
GCR_cBin4472_Ctg1_63,AX-87571346
GCR_cBin44906_Ctg1_136,AX-87670740
GCR_cBin44957_Ctg1_152,AX-87009834
GCR_cBin45089_Ctg1_106,AX-87848714
GCR_cBin45443_Ctg1_18,AX-87194822
GCR_cBin45458_Ctg1_136,AX-87839076
GCR_cBin45530_Ctg1_155,AX-87623539
GCR_cBin45586_Ctg1_134,AX-86933077
GCR_cBin45613_Ctg1_43,AX-87034304
GCR_cBin45656_Ctg1_97,AX-87642681
GCR_cBin45817_Ctg1_71,AX-87422522
GCR_cBin45825_Ctg1_69,AX-87444628
GCR_cBin45958_Ctg1_101,AX-87255679
GCR_cBin46046_Ctg1_198,AX-87163290
GCR_cBin46142_Ctg1_191,AX-87533131
GCR_cBin46310_Ctg1_105,AX-86960525
GCR_cBin46328_Ctg1_67,AX-87362629
GCR_cBin46371_Ctg1_98,AX-87081749
GCR_cBin4638_Ctg1_608,AX-87573042
GCR_cBin46403_Ctg1_27,AX-87601918
GCR_cBin4643_Ctg1_127,AX-87567768
GCR_cBin4650_Ctg1_80,AX-87002130
GCR_cBin46519_Ctg1_308,AX-87143643
GCR_cBin466_Ctg1_234,AX-87321639
GCR_cBin4705_Ctg1_403,AX-87677767
GCR_cBin47052_Ctg1_234,AX-87738457
GCR_cBin4707_Ctg1_262,AX-87149563
GCR_cBin47076_Ctg1_116,AX-87299074
GCR_cBin47258_Ctg1_69,AX-87607963
GCR_cBin47268_Ctg1_70,AX-87632688
GCR_cBin47268_Ctg1_73,AX-87698370
GCR_cBin4755_Ctg1_228,AX-87567219
GCR_cBin47695_Ctg1_53,AX-87460051
GCR_cBin47813_Ctg1_45,AX-87546234
GCR_cBin47868_Ctg1_188,AX-87385913
GCR_cBin4787_Ctg1_387,AX-87601994
GCR_cBin4805_Ctg1_193,AX-87168491
GCR_cBin48054_Ctg1_138,AX-87242349
GCR_cBin48136_Ctg1_85,AX-86917219
GCR_cBin48196_Ctg1_36,AX-87601848
GCR_cBin48196_Ctg1_63,AX-87435827
GCR_cBin48197_Ctg1_220,AX-87819366
GCR_cBin48350_Ctg1_134,AX-87308403
GCR_cBin48650_Ctg1_186,AX-87017928
GCR_cBin48881_Ctg1_121,AX-87079049
GCR_cBin48984_Ctg1_170,AX-87332908
GCR_cBin49053_Ctg1_111,AX-87485832
GCR_cBin49120_Ctg1_87,AX-87023113
GCR_cBin49210_Ctg1_198,AX-87244629
GCR_cBin49290_Ctg1_88,AX-87857644
GCR_cBin49391_Ctg1_199,AX-87266781
GCR_cBin49462_Ctg1_84,AX-87225540
GCR_cBin49738_Ctg1_177,AX-87157071
GCR_cBin4983_Ctg1_416,AX-87243732
GCR_cBin4994_Ctg1_401,AX-87789824
GCR_cBin50008_Ctg1_172,AX-87361451
GCR_cBin50023_Ctg1_82,AX-86904919
GCR_cBin5007_Ctg1_260,AX-86983689
GCR_cBin5035_Ctg1_72,AX-87374205
GCR_cBin50355_Ctg1_121,AX-87620915
GCR_cBin50513_Ctg1_37,AX-87413145
GCR_cBin50807_Ctg1_60,AX-87011213
GCR_cBin5090_Ctg1_169,AX-87084663
GCR_cBin50954_Ctg1_86,AX-87683477
GCR_cBin5116_Ctg1_290,AX-86996346
GCR_cBin5116_Ctg1_343,AX-87336025
GCR_cBin5128_Ctg1_77,AX-87338399
GCR_cBin51423_Ctg1_33,AX-87602062
